# Program:featureCounts v2.0.8; Command:"featureCounts" "-p" "-a" "data/sacCer3.ensGene.gtf" "-o" "data/sacCer.featureCounts.tsv" "bam/WT_C_1.bam" "bam/WT_C_2.bam" "bam/WT_C_3.bam" "bam/WT_E_1.bam" "bam/WT_E_2.bam" "bam/WT_E_3.bam" 
Geneid	Chr	Start	End	Strand	Length	bam/WT_C_1.bam	bam/WT_C_2.bam	bam/WT_C_3.bam	bam/WT_E_1.bam	bam/WT_E_2.bam	bam/WT_E_3.bam
YDR084C	chrIV	613405	614004	-	600	1225	1216	1530	955	1280	1474
YDR085C	chrIV	614288	616150	-	1863	351	378	419	1943	2954	2711
YDR086C	chrIV	616928	617170	-	243	4388	5077	4594	3576	3344	3682
YDR087C	chrIV	617470	618306	-	837	2028	2344	1929	664	310	407
YDR088C	chrIV	618497	619645	-	1149	719	728	1008	1039	978	1181
tR(ACG)D	chrIV	619969	620041	-	73	11	31	6	1	5	3
YDR089W	chrIV	622112	624721	+	2610	402	361	465	252	445	419
YDR090C	chrIV	625066	625998	-	933	925	791	930	615	600	698
YDR091C	chrIV	626708	628534	-	1827	3135	2857	3237	1144	477	685
YDR092W	chrIV;chrIV	629876;630174	629905;630605	+;+	462	1792	1665	1684	3053	2998	2433
YDR093W	chrIV	631282	636120	+	4839	503	345	574	389	390	465
YDR094W	chrIV	635840	636175	+	336	0	0	0	0	0	0
YDR095C	chrIV	636117	636527	-	411	0	2	1	4	2	3
YDR096W	chrIV	637139	639823	+	2685	389	430	791	646	1270	1233
YDR097C	chrIV	640109	643837	-	3729	501	527	564	438	240	124
YDR098C	chrIV	644178	644930	-	753	2710	3230	3197	2262	1827	2105
tQ(UUG)D2	chrIV	645153	645224	-	72	0	0	0	0	0	0
YDR098C-B	chrIV	645858	651126	-	5269	1	0	56	0	2	66
YDR098C-A	chrIV	649804	651126	-	1323	0	0	0	0	0	0
YDR099W	chrIV	653607	654428	+	822	4900	3710	4499	7520	7692	7733
YDR100W	chrIV	655013	655444	+	432	898	1015	1498	752	1943	2648
YDR101C	chrIV	655686	657467	-	1782	2050	1743	1570	758	171	275
YDR102C	chrIV	657648	657980	-	333	7	15	20	21	14	33
YDR103W	chrIV	658350	661103	+	2754	670	732	786	933	962	900
YDR104C	chrIV	661173	664910	-	3738	308	268	412	685	595	585
YDR105C	chrIV	665349	666770	-	1422	1181	1014	1389	1203	1683	1772
YDR106W	chrIV	667004	667858	+	855	48	34	51	40	79	94
tI(AAU)D	chrIV	668007	668080	-	74	0	0	1	0	2	1
YDR107C	chrIV	669016	671034	-	2019	382	301	314	792	592	510
YDR108W	chrIV	671269	673365	+	2097	583	498	567	822	868	791
YDR109C	chrIV	673520	675667	-	2148	314	297	353	617	831	900
YDR110W	chrIV	676102	677802	+	1701	737	905	836	557	427	520
YDR111C	chrIV	678241	679764	-	1524	827	970	1240	304	379	526
YDR112W	chrIV	679544	679852	+	309	29	46	49	10	7	25
YDR113C	chrIV	680496	681617	-	1122	551	395	424	191	374	335
YDR114C	chrIV	681924	682226	-	303	7	17	16	1	0	0
YDR115W	chrIV	682175	682492	+	318	872	1050	1076	2459	2882	1946
YDR116C	chrIV	682724	683581	-	858	1307	1205	1231	3289	3324	2163
YDR117C	chrIV	683946	685643	-	1698	839	699	1011	1261	1145	1137
YDR118W	chrIV	685882	687840	+	1959	362	385	394	477	431	505
YDR118W-A	chrIV	687768	687884	+	117	6	7	8	13	16	8
YDR119W	chrIV	688227	690533	+	2307	1554	1551	1598	463	470	772
YDR119W-A	chrIV	691014	691214	+	201	328	561	304	238	706	873
YDR120C	chrIV	691549	693261	-	1713	2118	1738	1920	677	325	485
YDR121W	chrIV	693585	694175	+	591	1033	1024	1084	645	578	564
YDR122W	chrIV	694700	697894	+	3195	801	807	1094	1673	2767	2893
YDR123C	chrIV	698554	699468	-	915	582	507	590	418	114	224
YDR124W	chrIV	700315	701289	+	975	306	299	312	346	420	423
YDR125C	chrIV	701397	702758	-	1362	245	231	244	261	346	443
YDR126W	chrIV	703234	704244	+	1011	359	395	424	237	226	282
YDR127W	chrIV	704484	709250	+	4767	4052	3999	4238	2417	2251	2238
YDR128W	chrIV	709549	712995	+	3447	800	800	893	1579	1118	963
YDR129C	chrIV;chrIV	713340;715359	715247;715379	-;-	1929	5725	6188	8143	7307	9375	10426
YDR130C	chrIV	715747	716622	-	876	421	353	369	456	751	609
YDR131C	chrIV	716790	718460	-	1671	344	348	352	666	585	638
YDR132C	chrIV	718816	720303	-	1488	505	474	478	577	581	436
YDR133C	chrIV	720962	721297	-	336	3990	3404	5175	199	643	2681
YDR135C	chrIV	723004	727551	-	4548	1862	1959	1974	1867	1963	1840
YDR136C	chrIV	727711	728283	-	573	22	12	20	14	13	9
YDR137W	chrIV	728259	730250	+	1992	841	846	1242	1179	936	1098
YDR138W	chrIV	730578	732836	+	2259	572	520	623	547	502	615
YDR139C	chrIV;chrIV	733618;733776	733702;733924	-;-	234	1455	1810	1578	1647	1734	1682
YDR140W	chrIV	734138	734803	+	666	551	385	421	628	652	506
YDR141C	chrIV	734901	739997	-	5097	691	774	877	1328	1336	1202
YDR142C	chrIV	740473	741600	-	1128	476	387	565	603	829	752
YDR143C	chrIV	742042	743874	-	1833	639	524	662	672	612	616
YDR144C	chrIV	744311	746101	-	1791	954	794	1000	173	184	275
YDR145W	chrIV	746738	748357	+	1620	1869	1633	1882	1627	1685	1711
YDR146C	chrIV	748613	750742	-	2130	1263	940	779	388	929	965
YDR147W	chrIV	751631	753235	+	1605	804	814	834	636	889	829
YDR148C	chrIV	753675	755066	-	1392	1722	1357	1720	5966	5489	6590
YDR149C	chrIV	755555	756262	-	708	0	0	0	0	0	0
YDR150W	chrIV	755628	763874	+	8247	763	831	977	1406	1515	1305
YDR151C	chrIV	764178	765155	-	978	1326	1272	1851	1209	1737	1733
YDR152W	chrIV	765706	766503	+	798	2055	1974	1987	1319	1135	1136
YDR153C	chrIV	766736	767971	-	1236	1374	1018	1067	1292	1351	1282
YDR154C	chrIV	768403	768753	-	351	435	574	606	833	1352	1012
YDR155C	chrIV	768512	769000	-	489	10457	10897	12256	17177	17697	20004
YDR156W	chrIV	769525	769938	+	414	469	278	442	345	440	519
YDR157W	chrIV	769931	770332	+	402	7	22	19	11	18	18
YDR158W	chrIV	770357	771454	+	1098	19279	17246	19701	7197	6272	8800
YDR159W	chrIV	771877	775782	+	3906	800	742	956	955	849	984
YDR160W	chrIV	776163	778721	+	2559	468	432	612	818	1025	1049
YDR161W	chrIV	779043	780206	+	1164	1906	1731	1830	890	611	574
YDR162C	chrIV	780390	781100	-	711	1141	1207	1099	1560	1627	1447
YDR163W	chrIV	781423	781950	+	528	933	1016	938	1459	1567	1469
YDR164C	chrIV	782041	784215	-	2175	747	505	682	1001	844	898
YDR165W	chrIV	784871	786205	+	1335	1864	1901	1944	957	441	449
YDR166C	chrIV	786306	789221	-	2916	693	611	611	1252	1139	842
YDR167W	chrIV	789449	790069	+	621	2062	2146	1920	2185	1946	1797
YDR168W	chrIV	790328	791848	+	1521	2532	2649	3213	4828	4082	4009
YDR169C	chrIV	792348	793889	-	1542	500	344	551	703	767	742
YDR169C-A	chrIV	794574	794723	-	150	4	8	11	3	2	14
YDR170C	chrIV	796193	802222	-	6030	1476	1680	1878	2158	2145	1868
tQ(UUG)D3	chrIV	802731	802802	-	72	0	0	0	0	0	2
YDR170W-A	chrIV	803195	804517	+	1323	231	239	268	288	208	217
YDR171W	chrIV	806621	807748	+	1128	3411	3086	5873	8688	26351	26822
YDR172W	chrIV	808324	810381	+	2058	5066	4320	5242	3274	2162	3060
YDR173C	chrIV	810565	811632	-	1068	385	395	662	481	683	718
YDR174W	chrIV	812110	812850	+	741	4067	3220	4535	3661	3058	3367
YDR175C	chrIV	813193	814152	-	960	1072	942	1132	2567	2261	1596
YDR176W	chrIV	814452	816560	+	2109	1239	1164	1474	1360	1164	1310
YDR177W	chrIV	816878	817525	+	648	3723	4350	3725	5576	5507	5975
YDR178W	chrIV	817950	818495	+	546	975	891	1132	1799	3919	3578
YDR179C	chrIV	818708	819196	-	489	328	416	312	192	223	133
YDR179W-A	chrIV	819433	820824	+	1392	555	529	467	405	386	339
YDR180W	chrIV	821295	825776	+	4482	317	281	412	413	320	203
YDR181C	chrIV	825910	827355	-	1446	774	802	816	1151	1035	1114
YDR182W	chrIV	827582	829057	+	1476	903	795	966	840	1312	1295
YDR182W-A	chrIV	829151	829354	+	204	18	23	29	33	59	44
YDR183W	chrIV	829585	830277	+	693	738	652	620	934	783	643
YDR183C-A	chrIV	830397	830654	-	258	71	78	79	35	7	14
YDR184C	chrIV	830629	831513	-	885	785	840	933	397	88	119
YDR185C	chrIV	831934	832473	-	540	532	581	806	293	549	668
YDR186C	chrIV	832859	835492	-	2634	1615	1324	1254	3675	2930	2955
YDR187C	chrIV	836228	836746	-	519	12	4	17	16	6	23
YDR188W	chrIV	836421	838061	+	1641	3164	2701	3367	4335	3313	3465
YDR189W	chrIV	838392	840392	+	2001	1559	1330	1872	2142	1918	1969
YDR190C	chrIV	840604	841995	-	1392	4387	4278	4128	3497	2295	2752
YDR191W	chrIV	842337	843449	+	1113	286	250	270	314	309	490
YDR192C	chrIV	843569	844861	-	1293	278	171	314	286	392	426
YDR193W	chrIV	844554	844952	+	399	0	1	0	7	1	0
YDR194C	chrIV	845952	847946	-	1995	3391	3400	3482	5804	3820	3178
YDR194W-A	chrIV	848071	848223	+	153	3	0	1	1	3	1
YDR195W	chrIV	848599	850200	+	1602	793	682	908	854	990	1128
YDR196C	chrIV	850274	850999	-	726	1695	1898	2005	3360	4074	4081
YDR197W	chrIV	851228	852397	+	1170	709	610	682	1016	1286	1127
YDR198C	chrIV	852533	853972	-	1440	727	699	749	665	451	487
YDR199W	chrIV	854175	854540	+	366	26	39	35	35	68	50
YDR200C	chrIV	854279	856093	-	1815	525	365	709	519	682	911
YDR201W	chrIV	856317	856814	+	498	745	972	784	614	746	795
YDR202C	chrIV	856898	857953	-	1056	676	687	811	1235	1861	1553
YDR203W	chrIV	857682	857999	+	318	0	0	1	1	1	4
YDR204W	chrIV	858137	859144	+	1008	898	971	1225	4039	4982	5148
YDR205W	chrIV	859346	861520	+	2175	321	241	290	320	356	337
YDR206W	chrIV	862054	864708	+	2655	1267	1146	1289	1406	1153	1116
YDR207C	chrIV	865012	867522	-	2511	480	450	508	605	904	744
YDR208W	chrIV	868224	870563	+	2340	988	1032	971	871	1268	1098
YDR209C	chrIV	871036	871449	-	414	764	951	636	487	592	479
YDR210W	chrIV	871074	871301	+	228	0	0	0	0	0	0
YDR210W-B	chrIV	872112	877425	+	5314	200	158	148	242	180	182
YDR210W-A	chrIV	872112	873428	+	1317	0	0	0	0	0	0
YDR210C-D	chrIV	878659	883927	-	5269	102	146	86	190	69	48
YDR210C-C	chrIV	882605	883927	-	1323	0	0	0	0	0	0
tI(UAU)D	chrIV;chrIV	884361;884458	884397;884493	+;+	73	0	2	0	0	0	0
YDR211W	chrIV	884727	886865	+	2139	2314	2254	2761	1949	1259	1398
YDR212W	chrIV	887232	888911	+	1680	3233	3320	4097	3420	2847	2947
YDR213W	chrIV	889751	892492	+	2742	264	233	414	773	669	861
YDR214W	chrIV	892875	893927	+	1053	2984	2470	2289	7764	10807	9619
YDR215C	chrIV	894089	894502	-	414	12	19	30	13	43	57
YDR216W	chrIV	895035	899006	+	3972	163	139	250	885	1256	1000
YDR217C	chrIV	899551	903480	-	3930	508	587	581	602	420	347
YDR218C	chrIV	903781	905052	-	1272	18	21	21	54	94	76
YDR219C	chrIV	905455	906852	-	1398	1036	965	1452	1132	1289	1476
YDR220C	chrIV	907000	907293	-	294	38	30	52	43	26	59
YDR221W	chrIV	907330	909438	+	2109	576	504	609	973	719	693
YDR222W	chrIV	910054	911301	+	1248	1363	1396	1124	2231	426	420
YDR223W	chrIV	912099	913502	+	1404	116	94	160	678	977	870
YDR224C	chrIV	914317	914712	-	396	10339	9933	9430	6717	6319	3848
YDR225W	chrIV	915530	915928	+	399	17407	21077	15051	16439	13238	9040
YDR226W	chrIV	916486	917154	+	669	8283	6807	7529	5120	4018	5526
YDR227W	chrIV	917571	921647	+	4077	624	598	649	800	688	647
YDR228C	chrIV	921926	923806	-	1881	734	640	1010	794	1073	1057
YDR229W	chrIV	924785	926146	+	1362	1022	1034	1579	1647	2347	2664
YDR230W	chrIV	926223	926570	+	348	52	83	95	148	242	167
YDR231C	chrIV	926293	926910	-	618	594	724	693	1431	1829	1666
YDR232W	chrIV	927452	929098	+	1647	1064	1136	1158	1518	970	831
YDR233C	chrIV	929470	930357	-	888	6780	5404	5806	11337	7596	6078
YDR234W	chrIV	931129	933210	+	2082	1775	1619	1640	595	609	784
YDR235W	chrIV	933504	935138	+	1635	1004	974	1423	1129	980	1071
YDR236C	chrIV	935236	935892	-	657	923	911	894	1179	1286	1419
YDR237W	chrIV	936615	937493	+	879	1548	1590	1459	3701	2951	2048
YDR238C	chrIV	937895	940816	-	2922	2842	2670	2666	3550	3056	2770
YDR239C	chrIV	941057	943420	-	2364	369	279	276	572	538	421
YDR240C	chrIV	943674	945152	-	1479	438	338	451	429	404	439
YDR241W	chrIV	945151	945438	+	288	144	160	205	159	158	157
tY(GUA)D	chrIV;chrIV	946312;946365	946350;946400	+;+	75	5	2	1	1	1	0
YDR242W	chrIV	946807	948456	+	1650	1040	1132	659	1693	817	622
YDR243C	chrIV	948518	950284	-	1767	387	427	412	586	329	472
YDR244W	chrIV	950563	952401	+	1839	961	855	1133	1702	1832	2493
YDR245W	chrIV	952800	953981	+	1182	3682	3729	3403	1740	1645	1621
YDR246W	chrIV	954288	954947	+	660	378	348	481	1246	1658	1345
YDR246W-A	chrIV	955133	955333	+	201	13	7	37	45	83	70
YDR247W	chrIV	956013	957398	+	1386	395	386	623	958	633	745
YDR248C	chrIV	957758	958339	-	582	2483	3130	1928	4619	4476	4309
YDR249C	chrIV	958681	959802	-	1122	371	291	631	229	328	250
YDR250C	chrIV	960086	960361	-	276	14	10	20	12	16	15
YDR251W	chrIV	960614	963106	+	2493	1112	819	1529	1329	1970	1929
YDR252W	chrIV	963412	963861	+	450	116	156	162	115	113	117
YDR253C	chrIV	963990	964565	-	576	148	189	224	128	138	203
YDR254W	chrIV	965113	966489	+	1377	356	408	476	567	755	751
YDR255C	chrIV	966557	967822	-	1266	360	309	459	484	632	792
YDR256C	chrIV	968133	969680	-	1548	313	260	369	412	589	691
YDR257C	chrIV	969990	971474	-	1485	1466	1387	1469	1057	764	879
YDR258C	chrIV	971808	974243	-	2436	3312	3194	3278	12496	18061	11881
YDR259C	chrIV	974631	975782	-	1152	166	136	147	317	351	221
YDR260C	chrIV	976717	977229	-	513	412	453	509	820	945	786
YDR261C	chrIV	977521	979209	-	1689	1068	830	1065	671	709	790
tS(AGA)D2	chrIV	980974	981055	-	82	5	2	8	4	1	0
YDR261W-B	chrIV	981462	986775	+	5314	337	441	279	525	399	257
YDR261W-A	chrIV	981462	982778	+	1317	0	0	0	0	0	0
YDR261C-D	chrIV	987534	992349	-	4816	118	184	364	173	153	341
YDR261C-C	chrIV	991027	992349	-	1323	0	0	0	0	0	0
tG(GCC)D2	chrIV	992832	992902	+	71	38	43	43	23	30	46
YDR262W	chrIV	993134	993952	+	819	1439	1539	1938	1616	2868	2820
YDR263C	chrIV	994242	995534	-	1293	131	116	178	157	221	179
YDR264C	chrIV	996029	998323	-	2295	2280	1762	2597	4179	2376	2703
YDR265W	chrIV	998864	999877	+	1014	651	710	1003	1234	1197	1145
YDR266C	chrIV	1000104	1002023	-	1920	961	824	1049	726	701	870
YDR267C	chrIV	1002510	1003502	-	993	1378	1348	1355	1329	980	752
YDR268W	chrIV	1004004	1005143	+	1140	519	566	741	1017	770	703
YDR269C	chrIV	1005665	1005988	-	324	2	1	0	1	0	4
YDR270W	chrIV	1005675	1008689	+	3015	595	385	657	1158	671	542
YDR271C	chrIV	1008395	1008766	-	372	0	1	0	3	1	0
YDR272W	chrIV	1009010	1009834	+	825	2280	2677	2473	8347	9081	10165
YDR273W	chrIV	1010176	1011273	+	1098	106	111	281	267	516	541
YDR274C	chrIV	1011589	1011960	-	372	108	120	111	1480	1064	981
YDR275W	chrIV	1012252	1012959	+	708	842	1022	1304	1766	2178	1567
YDR276C	chrIV	1013476	1013643	-	168	5824	6225	6048	5225	4262	3650
YDR277C	chrIV	1014401	1015702	-	1302	543	386	1867	2084	2396	3229
YDR278C	chrIV	1017001	1017318	-	318	3	10	3	10	6	8
tE(CUC)D	chrIV	1017207	1017278	-	72	0	0	0	0	0	0
YDR279W	chrIV	1019368	1020420	+	1053	877	875	922	444	429	371
YDR280W	chrIV	1020747	1021664	+	918	1815	2101	2010	1200	1166	1259
YDR281C	chrIV	1022007	1022321	-	315	153	95	82	52	9	20
YDR282C	chrIV	1023511	1024755	-	1245	327	377	374	1196	1136	1055
YDR283C	chrIV	1025070	1030049	-	4980	670	696	853	994	904	930
YDR284C	chrIV	1030550	1031419	-	870	1927	2199	2252	2367	3026	3056
YDR285W	chrIV	1032436	1035063	+	2628	276	291	264	650	617	613
YDR286C	chrIV	1035231	1035575	-	345	349	399	421	713	983	833
YDR287W	chrIV	1035995	1036873	+	879	567	513	564	1540	1516	1607
YDR288W	chrIV	1037195	1038106	+	912	1063	1218	1153	1031	1401	1364
YDR289C	chrIV	1038280	1039509	-	1230	710	791	880	1385	1575	1494
YDR290W	chrIV	1039370	1039699	+	330	0	3	0	2	3	1
YDR291W	chrIV	1039728	1042961	+	3234	503	494	544	830	674	616
YDR292C	chrIV	1043146	1045011	-	1866	2419	2160	2693	2284	1787	1944
YDR293C	chrIV	1045640	1049392	-	3753	1824	1608	2206	3621	5178	4682
YDR294C	chrIV	1050459	1052228	-	1770	1925	1258	1597	4416	3001	2959
YDR295C	chrIV	1052623	1054647	-	2025	700	648	809	1001	798	777
YDR296W	chrIV	1055212	1055892	+	681	1124	949	1024	3388	3699	2643
YDR297W	chrIV	1056551	1057600	+	1050	2535	2128	2798	7441	1201	1419
YDR298C	chrIV	1058176	1058814	-	639	4505	4084	2860	7316	5974	6283
YDR299W	chrIV	1059627	1061231	+	1605	1447	1140	1100	894	171	311
YDR300C	chrIV	1061505	1062791	-	1287	1717	1415	1752	852	424	512
YDR301W	chrIV	1063352	1067425	+	4074	512	398	473	386	403	510
YDR302W	chrIV	1067731	1068390	+	660	1210	1422	1474	926	1162	1268
YDR303C	chrIV	1068729	1071386	-	2658	595	762	849	622	811	735
YDR304C	chrIV	1071880	1072557	-	678	4715	5681	5814	7622	8272	10500
YDR305C	chrIV;chrIV	1072746;1073402	1073312;1073488	-;-	654	949	1106	885	1110	1366	1149
YDR306C	chrIV	1073735	1075171	-	1437	706	570	1032	1091	1568	1606
tV(CAC)D	chrIV	1075472	1075544	-	73	1	6	2	0	2	3
YDR307W	chrIV	1075865	1077853	+	1989	568	627	721	700	906	916
YDR308C	chrIV	1078027	1078449	-	423	1174	1400	1003	1639	1221	1209
YDR309C	chrIV	1079048	1080199	-	1152	737	481	960	127	86	209
YDR310C	chrIV	1081128	1084316	-	3189	1090	847	800	1032	999	1008
YDR311W	chrIV	1085065	1086993	+	1929	981	890	1191	1004	867	1243
YDR312W	chrIV	1087581	1088942	+	1362	825	767	655	700	493	365
YDR313C	chrIV	1089219	1090079	-	861	402	342	430	502	1178	721
YDR314C	chrIV	1090433	1092511	-	2079	244	158	123	328	220	202
YDR315C	chrIV	1092741	1093586	-	846	409	502	399	597	646	655
YDR316W	chrIV	1093763	1095178	+	1416	1281	1322	1007	2564	2412	1440
tF(GAA)D	chrIV;chrIV	1095370;1095425	1095405;1095461	-;-	73	2	0	4	4	0	1
YDR316W-B	chrIV	1096064	1101332	+	5269	3	1	68	6	2	59
YDR316W-A	chrIV	1096064	1097386	+	1323	0	0	0	0	0	0
YDR317W	chrIV	1102184	1103428	+	1245	191	189	282	307	307	329
YDR318W	chrIV;chrIV	1103758;1103893	1103809;1104947	+;+	1107	618	636	870	614	674	808
YDR319C	chrIV	1105003	1105827	-	825	957	1008	857	1620	1869	1374
YDR320C	chrIV	1106095	1108101	-	2007	390	301	367	824	968	784
YDR320C-A	chrIV	1108280	1108498	-	219	1190	1526	984	1116	1502	1365
YDR320W-B	chrIV	1108484	1108621	+	138	5	3	6	8	6	5
YDR321W	chrIV	1108702	1109847	+	1146	2087	1875	2569	757	466	711
YDR322W	chrIV	1110589	1111692	+	1104	1015	948	932	2505	2448	1658
YDR322C-A	chrIV	1112003	1112293	-	291	3458	3987	2415	5653	5379	5561
YDR323C	chrIV	1112480	1114027	-	1548	342	384	378	537	670	711
YDR324C	chrIV	1114433	1116763	-	2331	2328	2183	1730	1036	237	442
YDR325W	chrIV	1117126	1120233	+	3108	717	767	567	638	573	543
YDR326C	chrIV	1120609	1124925	-	4317	757	736	908	532	526	593
YDR327W	chrIV	1125302	1125628	+	327	494	619	563	816	1010	948
YDR328C	chrIV	1125434	1126018	-	585	3288	3701	3382	5151	5009	5813
YDR329C	chrIV	1126270	1127595	-	1326	1565	1459	1998	1281	2120	2306
YDR330W	chrIV	1127872	1129374	+	1503	771	591	906	2362	2927	2956
YDR331W	chrIV	1129588	1130823	+	1236	713	542	673	556	454	474
YDR332W	chrIV	1131001	1133070	+	2070	432	364	547	764	734	872
YDR333C	chrIV	1133260	1135431	-	2172	1257	1127	1767	1347	1079	1429
YDR334W	chrIV	1135932	1140476	+	4545	877	921	1245	1419	1672	1497
YDR335W	chrIV	1141168	1144842	+	3675	1168	1378	1658	2469	2531	2187
YDR336W	chrIV	1145092	1146036	+	945	668	840	763	1276	984	941
YDR337W	chrIV	1146319	1147179	+	861	1978	2268	1916	4831	4222	2776
YDR338C	chrIV	1147379	1149466	-	2088	469	391	491	413	548	499
YDR339C	chrIV	1149951	1150520	-	570	2395	2681	1986	1503	966	1071
tX(XXX)D	chrIV	1150842	1150941	-	100	0	3	1	0	0	0
YDR340W	chrIV	1150881	1151183	+	303	9	5	6	22	16	18
YDR341C	chrIV	1151803	1153626	-	1824	7520	6437	7758	2730	1724	2063
YDR342C	chrIV	1154216	1155928	-	1713	288	394	1278	353	136	1296
YDR343C	chrIV	1159608	1161320	-	1713	56	69	564	72	22	381
YDR344C	chrIV	1162006	1162449	-	444	26	29	58	17	7	24
YDR345C	chrIV	1162957	1164660	-	1704	14709	13215	21643	32987	12106	11144
YDR346C	chrIV	1167214	1168659	-	1446	3698	3558	4058	5283	3866	2781
YDR347W	chrIV	1169178	1170143	+	966	1372	1062	1201	3682	3899	2353
YDR348C	chrIV	1170326	1171825	-	1500	2003	1791	1845	2244	1758	1816
YDR349C	chrIV	1172386	1174176	-	1791	1374	912	1224	1258	1054	978
tM(CAU)D	chrIV	1175829	1175901	+	73	2	5	0	1	0	0
YDR350C	chrIV	1176120	1178174	-	2055	913	813	1053	1452	1431	1456
YDR351W	chrIV	1178666	1181260	+	2595	706	640	799	740	684	715
YDR352W	chrIV	1181801	1182754	+	954	1289	1250	1109	673	506	523
YDR353W	chrIV	1183299	1184258	+	960	9832	8981	9638	6496	8200	11412
YDR354W	chrIV	1184747	1185889	+	1143	3036	2727	2047	869	1049	1071
YDR354C-A	chrIV	1185139	1185282	-	144	0	0	0	0	0	0
YDR355C	chrIV	1186067	1186369	-	303	0	1	0	0	0	0
YDR356W	chrIV	1186107	1188941	+	2835	611	583	820	541	544	425
YDR357C	chrIV	1189199	1189567	-	369	925	1261	963	3111	3742	3208
YDR358W	chrIV	1190059	1191732	+	1674	621	556	1037	2110	3612	3571
YDR359C	chrIV	1191936	1194884	-	2949	351	194	253	621	612	679
YDR360W	chrIV	1194598	1195032	+	435	9	7	6	13	8	16
YDR361C	chrIV	1195412	1196263	-	852	1842	2041	2029	799	471	505
YDR362C	chrIV	1196679	1198697	-	2019	681	635	699	1112	1104	1044
YDR363W	chrIV	1199183	1200553	+	1371	471	330	445	603	457	646
tK(CUU)D1	chrIV	1201750	1201822	+	73	1	1	3	1	0	0
YDR363W-A	chrIV	1202128	1202397	+	270	3359	4001	3534	6252	6210	5569
YDR364C	chrIV	1202843	1204210	-	1368	635	519	616	748	576	672
YDR365C	chrIV	1204497	1206383	-	1887	2350	1598	3268	688	204	2401
YDR365W-A	chrIV	1206997	1208319	+	1323	0	0	0	0	0	0
YDR365W-B	chrIV	1206997	1212265	+	5269	0	2	59	5	4	74
YDR366C	chrIV	1212438	1212836	-	399	17	14	17	12	11	18
YDR367W	chrIV;chrIV	1212848;1212979	1212877;1213614	+;+	666	871	592	621	573	636	648
YDR368W	chrIV	1213904	1214842	+	939	1929	1881	2510	4857	5084	5785
YDR369C	chrIV	1215016	1217580	-	2565	373	391	266	842	722	593
YDR370C	chrIV	1217782	1219110	-	1329	582	601	830	453	468	558
YDR371W	chrIV	1219413	1220948	+	1536	602	576	786	801	1095	1365
YDR371C-A	chrIV	1219509	1219613	-	105	0	0	0	0	0	0
YDR372C	chrIV	1221112	1222149	-	1038	3267	3352	3822	4017	3787	3411
YDR373W	chrIV	1222759	1223331	+	573	1808	2128	1984	1346	1783	1712
YDR374C	chrIV	1223474	1224394	-	921	2	22	8	92	130	55
YDR374W-A	chrIV	1224757	1225026	+	270	379	517	429	688	827	777
YDR375C	chrIV	1225166	1226536	-	1371	1323	1291	1462	2608	2578	2080
YDR376W	chrIV	1226822	1228303	+	1482	885	923	1127	1876	2037	1938
YDR377W	chrIV	1228611	1228916	+	306	3391	4107	2856	6833	6324	6524
YDR378C	chrIV	1229349	1229609	-	261	1989	2378	2216	1711	1746	1986
YDR379W	chrIV	1230167	1233196	+	3030	761	775	903	1206	1459	1690
YDR379C-A	chrIV	1233278	1233517	-	240	382	450	615	1099	1543	1602
YDR380W	chrIV	1234218	1236125	+	1908	5009	4014	5773	7583	5998	2908
YDR381W	chrIV;chrIV	1236558;1237609	1236842;1238004	+;+	681	8253	8984	9398	6597	6591	7429
YDR381C-A	chrIV;chrIV	1238312;1238825	1238630;1238850	-;-	345	578	780	559	2366	3115	2455
YDR382W	chrIV	1239492	1239824	+	333	19175	20064	19564	6118	3700	7200
YDR383C	chrIV	1239960	1240676	-	717	722	942	858	624	619	689
YDR384C	chrIV	1241204	1242031	-	828	779	541	687	57	101	182
YDR385W	chrIV	1243230	1245758	+	2529	4834	3790	4445	2357	1263	1556
YDR386W	chrIV	1246084	1247982	+	1899	506	473	513	524	574	566
YDR387C	chrIV	1248154	1249821	-	1668	511	499	917	1348	1264	1475
YDR388W	chrIV	1250186	1251634	+	1449	2133	1728	2578	5227	6005	7204
YDR389W	chrIV	1252537	1254501	+	1965	405	427	491	541	679	531
YDR390C	chrIV	1254937	1256847	-	1911	1632	1402	1597	1257	1318	1288
tG(CCC)D	chrIV	1257008	1257079	-	72	0	0	0	0	0	0
YDR391C	chrIV	1257358	1258056	-	699	1576	1530	1436	3271	4386	4600
YDR392W	chrIV	1258696	1259709	+	1014	937	888	1145	1556	1903	1611
YDR393W	chrIV	1259901	1261271	+	1371	875	790	772	1454	1388	1127
YDR394W	chrIV	1261681	1262967	+	1287	3995	3243	4370	8165	7648	7137
YDR395W	chrIV	1263324	1266158	+	2835	1624	1478	1358	1273	680	701
YDR396W	chrIV	1266295	1266795	+	501	107	123	81	117	157	93
YDR397C	chrIV;chrIV	1266366;1266862	1266769;1266898	-;-	441	166	153	198	257	201	177
YDR398W	chrIV	1267471	1269402	+	1932	1557	924	1176	1002	367	375
YDR399W	chrIV	1270068	1270733	+	666	6301	6828	4786	2081	1036	1000
YDR400W	chrIV	1271063	1272085	+	1023	463	422	474	610	496	414
YDR401W	chrIV	1272223	1272786	+	564	1	0	0	1	2	0
YDR402C	chrIV	1272234	1273703	-	1470	11	7	16	23	45	28
